instrument_key,exchange_token,Symbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE546C01010,757754,PICCADIL,PICCADILY AGRO INDUSTRI L,607.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE823G01014,13270,JKCEMENT,JK CEMENT LIMITED,6614.5,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE615I01010,17424,GLOBUSSPR,GLOBUS SPIRITS LTD,1134.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE987B01026,3918,NATCOPHARM,NATCO PHARMA LTD.,1034.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC11V0,17475,NV20IETF,ICICI PRUDENTIAL NV20 ETF,14.53,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC11W8,17152,MIDCAPIETF,ICICIPRAMC - ICICIM150,22.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE437B01014,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,173.14,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE590L01019,25344,VASWANI,VASWANI IND LTD,55.17,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE280A01028,3506,TITAN,TITAN COMPANY LIMITED,3471.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE878A01011,7862,GEPIL,GE POWER INDIA LIMITED,298.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE291A01017,7982,GRWRHITECH,GARWARE HI-TECH FILMS LTD,3665.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE802C01033,11829,SSWL,STEEL STRIPS WHEELS LTD.,246.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF277KA1364,8882,TNIDETF,TATAAML - TNIDETF,94.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE978A01027,4598,HERITGFOOD,HERITAGE FOODS LTD,473.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE435C01024,11549,TEXINFRA,TEXMACO INFRA & HOLDG LTD,100.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE227W01023,5049,CLEAN,CLEAN SCIENCE & TECH LTD,1304.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE1SY401010,758551,RAYMONDREL,RAYMOND REALTY LIMITED,768.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE788J01021,7016,SHIVALIK,SHIVALIK RASAYAN LIMITED,560.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE435G01025,24409,DHANUKA,DHANUKA AGRITECH LTD,1714,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB1V68,8506,MID150BEES,NIP IND ETF MIDCAP 150,225.42,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE716A01013,18011,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,1445.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE547E01014,12009,IMPAL,IND MOTOR PART & ACC LTD,1091.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE854S01022,2191,GENCON,GENERIC ENG CONS PROJ LTD,40.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE506W01012,12847,KRISHANA,KRISHANA PHOSCHEM LIMITED,493,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE083C01022,13920,PLASTIBLEN,PLASTIBLENDS INDIA LTD,197.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE524A01029,1085,GABRIEL,GABRIEL INDIA LTD,1005.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LOJ01019,16822,IKIO,IKIO TECHNOLOGIES LIMITED,209.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE03JT01014,23799,GODIGIT,GO DIGIT GENERAL INS LTD,359.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE542W01025,5108,KPIGREEN,KPI GREEN ENERGY LIMITED,529.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE611A01016,2794,RSWM,RSWM LIMITED,162.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE360C01024,15419,DPSCLTD,DPSC LIMITED,13.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE491J01022,20152,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,517.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE527H01019,9039,UFO,UFO MOVIEZ INDIA LTD.,73.31,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF194KA1U07,18783,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,274.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE419D01026,3482,CLSEL,CHAMAN LAL SETIA EXP LTD,335.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE642C01025,24730,RUBFILA,RUBFILA INTERNATIONAL LTD,85.19,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE120D01012,15161,HITECHCORP,HITECH CORPORATION LTD,203.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE914E01040,9921,ALANKIT,ALANKIT LIMITED,15.68,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE754A01055,959,SUBEXLTD,SUBEX LTD,14.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE298A01020,1901,CUMMINSIND,CUMMINS INDIA LTD,3616.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE470Y01017,399,NIACL,THE NEW INDIA ASSU CO LTD,185.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE365D01021,24403,ASHIANA,ASHIANA HOUSING LTD,328.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE769A01020,7,AARTIIND,AARTI INDUSTRIES LTD,427,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE614B01018,8054,KTKBANK,KARNATAKA BANK LIMITED,189.41,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE005I01014,14398,AMDIND,AMD INDUSTRIES LIMITED,50.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE155A01022,3456,TATAMOTORS,TATA MOTORS LIMITED,690.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE382M01027,3127,BARBEQUE,BARBEQUE NATION HOSP. LTD,315.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE119A01028,341,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,606.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE924D01017,21427,THEINVEST,THE INVEST TRUST OF IND L,170.76,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE204A01010,14086,IGPL,I G PETROCHEMICALS LTD,487.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE334A01023,4299,STERTOOLS,STERLING TOOLS LIMITED,374.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE106T01025,2868,HITECH,HI-TECH PIPES LIMITED,95.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE936B01015,29583,NATCAPSUQ,NATURAL CAPSULES LIMITED,219.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE112X01017,6218,SIKKO,SIKKO INDUSTRIES LIMITED,77.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE349A01021,7553,NRBBEARING,NRB BEARING LIMITED,307.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE258G01013,17105,SUMICHEM,SUMITOMO CHEM INDIA LTD,588.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE930H01031,14912,KPRMILL,KPR MILL LTD.,1239.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE822E01011,29439,SUPREME,SUPREME HOLDIN N HOSP I L,73.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE849C01026,15342,SHALPAINTS,SHALIM PAINTS LTD,93.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE725L01011,24389,KARMAENG,KARMA ENERGY LIMITED,64.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE215F01023,20481,WIPL,THE WESTERN INDIA PLY LTD,159.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE704H01022,27161,CINELINE,CINELINE INDIA LIMITED,90.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE209B01025,2909,RICOAUTO,RICO AUTO INDUSTRIES LTD,74.46,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE959A01019,8825,PRIVISCL,PRIVI SPECIALITY CHE LTD,2432,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE274J01014,17438,OIL,OIL INDIA LTD,453.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE372A01015,11491,APARINDS,APAR INDUSTRIES LTD.,9135,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1QL0,7456,MIDQ50ADD,DSPAMC - DSPQ50ETF,254.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1QK2,6606,EQUAL50ADD,DSPAMC - DSPNEWETF,327.4,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PQ101010,24856,SSDL,SARASWATI SAREE DEPOT LTD,97.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00FF01025,5578,ACUTAAS,ACUTAAS CHEMICALS LIMITED,1187.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1RE3,10761,SILVERADD,DSPAMC - DSPSILVETF,112.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE885H01029,10733,SPORTKING,SPORTKING INDIA LIMITED,129.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE02RE01045,24814,FIRSTCRY,BRAINBEES SOLUTIONS LTD,362.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE068L01024,20160,CANTABIL,CANTABIL RETAIL LTD,274.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0SK801018,22527,DELAPLEX,DELAPLEX LIMITED,147.95,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE448G01010,11069,NATHBIOGEN,NATH BIO-GENES (I) LTD,191.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NLT01010,22568,BLSE,BLS E-SERVICES LIMITED,191.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE285A01027,937,ELGIEQUIP,ELGI EQUIPMENTS LTD,589.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE450D01021,14134,PITTIENG,PITTI ENGINEERING LIMITED,967,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE03V001013,17661,UNIVPHOTO,UNIVERSUS IMAGINGS LTD,270.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00M901018,24911,INTERARCH,INTERARCH BLDNG SOLTN LTD,2337.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE296G01013,10415,MUTHOOTCAP,MUTHOOT CAP SERV LTD,348.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE391J01032,7287,JTLIND,JTL INDUSTRIES LIMITED,79.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE742C01031,13875,JINDRILL,JINDAL DRILLING IND. LTD,637.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE383A01012,1515,INDIACEM,THE INDIA CEMENTS LIMITED,370.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE895B01021,25724,RUPA,RUPA & COMPANY LTD,219.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE080B01012,3009,KOHINOOR,KOHINOOR FOODS LIMITED,35.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE04TZ01018,9750,ETHOSLTD,ETHOS LIMITED,2867.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE012A01025,22,ACC,ACC LIMITED,1950,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NNS01018,14180,NSLNISP,NMDC STEEL LIMITED,39.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE944F01028,10990,RADICO,RADICO KHAITAN LTD,2762.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE982F01036,18154,HATHWAY,HATHWAY CABLE & DATACOM,15.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE572E01012,18908,PNBHOUSING,PNB HOUSING FIN LTD.,1063.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE757B01015,3129,TRANSWORLD,TRANSWORLD SHIP LINES LTD,277.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1UR9,25171,TOP10ADD,DSPAMC - TOP10ADD,97.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE281B01032,17313,LLOYDSME,LLOYDS METALS N ENERGY L,1526.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE344S01016,11027,INFOBEAN,INFOBEANS TECHNO. LTD.,538.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE050A01025,380,BBTC,BOMBAY BURMAH TRADING COR,1981.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1VE5,29464,NEXT30ADD,DSPAMC - NEXT30ADD,38.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0ATZ01017,24025,KRONOX,KRONOX LAB SCIENCES LTD,181.31,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE455I01029,14972,KSCL,KAVERI SEED CO. LTD.,1119.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE095A01012,5258,INDUSINDBK,INDUSIND BANK LIMITED,851.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE239C01020,5186,STYLAMIND,STYLAM INDUSTRIES LIMITED,1855.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE09N301011,13750,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,3589.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE325D01025,16859,SINDHUTRAD,SINDHU TRADE LINKS LTD,32.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE513A01022,1011,SCHAEFFLER,SCHAEFFLER INDIA LIMITED,4215.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1UM0,23407,LIQUIDADD,DSPAMC - LIQUIDADD,1082.68,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE411B01019,13856,VENUSREM,VENUS REMEDIES LIMITED,520.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1UF4,22592,HEALTHADD,DSPAMC - HEALTHADD,147.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE562A01011,14309,INDIANB,INDIAN BANK,624.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE347A01017,2106,MANGLMCEM,MANGALAM CEMENT LTD,723.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1SW3,15356,GOLDETFADD,DSPAMC - DSPGOLDETF,98.45,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1SX1,17207,ITETFADD,DSPAMC - DSPITETF,38.4,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1SY9,17616,PSUBANKADD,DSPAMC - DSPPSBKETF,70.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE859A01011,8736,PNBGILTS,PNB GILTS LIMITED,106.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1SZ6,17613,SENSEXADD,DSPAMC - DSPSENXETF,84.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE780C01023,13637,JMFINANCIL,JM FINANCIAL LIMITED,179.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE195A01028,3363,SUPREMEIND,SUPREME INDUSTRIES LTD,4133.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE932C01012,3837,TOKYOPLAST,TOKYO PLAST INTL LTD,125.17,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE073D01013,4179,SUNDRMBRAK,SUNDARAM BRAK LININGS LTD,934.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1TA7,17576,PVTBANKADD,DSPAMC - DSPPVBKETF,28.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0MLZ01019,11616,PHANTOMFX,PHANTOM DIGITAL EFF LTD,289.25,,,0.05,300,EQUITY,,NSE_EQ
NSE_EQ|INE049B01025,7506,WOCKPHARMA,WOCKHARDT LIMITED,1713.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE340A01012,480,BIRLACORPN,BIRLA CORPORATION LTD,1461,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE712B01010,20616,SUPERHOUSE,SUPERHOUSE LIMITED,169.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE482D01024,1879,CARYSIL,CARYSIL LIMITED,922.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE464A01036,13761,BBL,BHARAT BIJLEE LTD,3040.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE872H01027,14014,LUMAXTECH,LUMAX AUTO TECH LTD,1140.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE855B01025,15337,RAIN,RAIN INDUSTRIES LIMITED,155.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE483A01010,14894,CENTRALBK,CENTRAL BANK OF INDIA,37.72,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE136B01020,5748,CYIENT,CYIENT LIMITED,1280.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE552Z01027,24308,ABDL,ALLIED BLEND N DISTILS L,473.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE573K01025,24595,RUSHIL,RUSHIL DECOR LIMITED,26.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE043W01024,5585,VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,1017.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE025A01027,11731,CONSOFINVT,CONSO. FIN. & HOLD. LTD.,199.12,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE209L01016,20224,JWL,JUPITER WAGONS LIMITED,362.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE266F01018,14074,APTECHT,APTECH LIMITED,136.17,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01BK01022,1797,AWHCL,ANTONY WASTE HDG CELL LTD,627.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE277B01014,4344,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,1281.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE168A01041,5633,J&KBANK,J & K BANK LTD.,111.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE665L01035,3857,VARROC,VARROC ENGINEERING LTD.,554.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE236A01020,5735,HCL-INSYS,HCL INFOSYSTEMS-DEPO SETT,15.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE870H01013,14111,NETWORK18,NETWORK18 MEDIA & INV LTD,60.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE976T01013,8175,SAGARDEEP,SAGARDEEP ALLOYS LIMITED,28.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE804L01022,7254,MEDPLUS,MEDPLUS HEALTH SERV LTD,884.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE134B01017,18220,KECL,KIRLOSKAR ELECTRIC CO LTD,135.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE12NJ01018,757767,SAMBHV,SAMBHV STEEL TUBES LTD,139.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE738V01013,6159,ARTNIRMAN,ART NIRMAN LIMITED,59.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE255A01020,981,EPL,EPL LIMITED,232.43,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE974Z01015,8304,PRITI,PRITI INTERNATIONAL LTD,89.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE371C01013,19036,PODDARMENT,PODDAR PIGMENTS LIMITED,297.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE118H01025,19585,BSE,BSE LIMITED,2557.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE192H01020,10871,GRMOVER,GRM OVERSEAS LIMITED,378.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE592B01024,14318,TTL,T T LIMITED,13.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE364U01010,3563,ADANIGREEN,ADANI GREEN ENERGY LTD,1033.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE056I01025,17764,REFEX,REFEX INDUSTRIES LIMITED,424.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE610C01014,9499,ARENTERP,RAJDARSHAN INDUSTRIES LTD,48.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE101I01011,25977,AFCONS,AFCONS INFRASTRUCTURE LTD,424.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE258B01022,4898,FDC,FDC LIMITED,490.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE473B01035,3892,HATSUN,HATSUN AGRO PRODUCT LTD.,962.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE238A01034,5900,AXISBANK,AXIS BANK LIMITED,1104.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE918N01018,8652,VETO,VETO SWITCHGEAR CABLE LTD,126.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE843S01025,20822,SURAJEST,SURAJ ESTATE DEVELOPERS L,321,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE301D01026,2939,RUBYMILLS,THE RUBY MILLS LTD,240.07,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE877I01016,16795,ARCHIDPLY,ARCHIDPLY IND. LTD,102.11,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0M2X01012,13203,ALLETEC,ALL E TECHNOLOGIES LTD,356.8,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE591D01014,18644,DIAMINESQ,DIAMINES & CHEMICALS LTD,383.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE065X01017,23693,INDGN,INDEGENE LIMITED,558.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE488B01017,20092,TASTYBITE,TASTY BITE EATABLES LTD,10900,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE075I01017,15555,HCG,HEALTHCARE GLOB. ENT. LTD,569.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE044A01036,3351,SUNPHARMA,SUN PHARMACEUTICAL IND L,1682.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE294Z01018,9014,ANUP,THE ANUP ENGINEERING LTD,2745.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE379A01028,29251,ITCHOTELS,ITC HOTELS LIMITED,243.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JA001018,9592,VENUSPIPES,VENUS PIPES & TUBES LTD,1580.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE740V01019,9046,AGROPHOS,AGRO PHOS INDIA LIMITED,36.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE864I01014,2709,MTARTECH,MTAR TECHNOLOGIES LIMITED,1525,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE475B01022,9668,HIKAL,HIKAL LIMITED,342.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE843D01027,7325,DCMSRIND,DCM SHRIRAM IND LTD,173.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE727B01026,10905,GENESYS,GENESYS INTL CORPN LTD,618.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE548Z01017,5865,LAGNAM,LAGNAM SPINTEX LIMITED,102.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE561M01018,30252,ISHANCH,ISHAN DYES N CHEMICALS L,62.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE16SF01016,757919,BORANA,BORANA WEAVES LIMITED,225.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE036B01030,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,111.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE353A01023,14547,NDLVENTURE,NDL VENTURES LIMITED,70.11,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE688A01022,10580,TCI,TRANSPORT CORPN OF INDIA,1235.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE177H01039,13409,GPIL,GODAWARI POW & ISP LTD,192.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE470A01017,474,3MINDIA,3M INDIA LIMITED,31525,,,5,1,EQUITY,,NSE_EQ
NSE_EQ|INE0N7W01012,15067,BLAL,BEML LAND ASSETS LIMITED,210.71,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE980Y01015,9679,SOUTHWEST,SOUTH WEST PINNACLE LTD,150.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE384C01016,5501,YUKEN,YUKEN INDIA LIMITED,1145.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE338I01027,14947,MOTILALOFS,MOTILAL OSWAL FIN LTD,931.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE607A01022,756925,PRIMO,PRIMO CHEMICALS LIMITED,28.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE935N01020,21690,DIXON,DIXON TECHNO (INDIA) LTD,16556,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE002L01015,18883,SJVN,SJVN LTD,98.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE880L01014,19126,KIOCL,KIOCL LIMITED,358.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE038A01020,1363,HINDALCO,HINDALCO INDUSTRIES LTD,695.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE748T01016,14616,SIMBHALS,SIMBHAOLI SUGARS LTD.,15.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE294G01026,366,ROML,RAJ OIL MILLS LIMITED,52.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE411U01027,6863,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,517.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE156C01018,13463,PIONEEREMB,PIONEER EMBROIDERIES LTD,41.95,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE069I01010,14450,EMBDL,EMBASSY DEVELOPMENTS LTD,119.09,,,0.01,1,EQUITY,,NSE_EQ
