instrument_key,exchange_token,Symbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE863B01029,17397,PREMEXPLN,PREMIER EXPLOSIVES LTD,506.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE358U01012,11394,ZOTA,ZOTA HEALTH CARE LIMITED,1182.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE666D01022,3149,BORORENEW,BOROSIL RENEWABLES LTD,625.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE505A01010,6973,DMCC,DMCC SPECIALITY CHEMICALS,317.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE732S01012,9540,SAKAR,SAKAR HEALTHCARE LIMITED,369,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE912T01018,24735,RPEL,RAGHAV PRODUCTIVITY ENH L,671.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE501G01024,11982,HTMEDIA,HT MEDIA LIMITED,23.34,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE336X01012,22423,TOTAL,TOTAL TRANSPORT SYS LTD,78.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE195J01029,9385,PNCINFRA,PNC INFRATECH LTD.,316.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE834M01019,27297,RTNINDIA,RATTANINDIA ENT LIMITED,59.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE526E01018,17186,SHRIPISTON,SHRIRAM PIST. & RING LTD,2399.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE544H01014,13720,JHS,JHS SVEND. LAB. LTD,12.8,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE848E01016,17400,NHPC,NHPC LTD,86.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PB301013,23127,SCILAL,SHIPPING CORP OF ILA LTD,52.72,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE686A01026,5622,ITDCEM,ITD CEMENTATION INDIA LTD,804.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE086A13016,18116,ELECTCAST,ELECTCAST WARRANTS,0,,,0.05,33340,EQUITY,,NSE_EQ
NSE_EQ|INE768C01010,17635,ZYDUSWELL,ZYDUS WELLNESS LIMITED,2088.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE071N01016,5382,EPIGRAL,EPIGRAL LIMITED,1802.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE852O01025,5435,APTUS,APTUS VALUE HSG FIN I LTD,350.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE943D01017,10578,MPSLTD,MPS LIMITED,2420.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LQS01015,11374,TIPSFILMS,TIPS FILMS LIMITED,533.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NN701020,17778,ATL,ALLCARGO TERMINALS LTD,32.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE560K01014,22602,PFS,PTC INDIA FIN SERV LTD,41.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE545A01024,1336,HEG,HEG LTD,541.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE415A01038,1412,AGI,AGI GREENPAC LIMITED,971.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE964H01014,15308,SEPC,SEPC LIMITED,12.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE753W01010,11032,SANGINITA,SANGINITA CHEMICALS LTD,10.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE630A01024,3066,SESHAPAPER,SESHASAYEE PAPER & BOARDS,280.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE900C01027,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,592.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE982J01020,6705,PAYTM,ONE 97 COMMUNICATIONS LTD,1071.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE500A01029,817,DCW,DCW LTD,73.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0QJL01014,22777,TCL,THAAI CASTING LIMITED,107.85,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE205C01021,25718,POLYMED,POLY MEDICURE LIMITED,2085.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE395N01027,18151,TVSSCS,TVS SUPPLY CHAIN SOL L,132.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE571B01036,1708,JAYBARMARU,JAY BHARAT MARUTI LTD,74.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE634I01029,15283,KNRCON,KNR CONSTRU LTD.,224.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE761H01022,14413,PAGEIND,PAGE INDUSTRIES LTD,47410,,,5,1,EQUITY,,NSE_EQ
NSE_EQ|INE342J01019,16915,ZFCVINDIA,ZF COM VE CTR SYS IND LTD,13463,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0OSJ01014,17898,VINSYS,VINSYS IT SERVICES IND LT,356,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE781S01027,28847,VENTIVE,VENTIVE HOSPITALITY LTD,820.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0DUT01020,21062,INNOVACAP,INNOVA CAPTAB LIMITED,897.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE694E01014,1788,KANPRPLA,KANPUR PLASTIPACK LIMITED,215.79,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE510W01014,12193,INOXGREEN,INOX GREEN ENERGY SER LTD,171.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE386C01029,11618,ASTRAMICRO,ASTRA MICROWAVE LTD,988.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE754X01016,19073,AARVI,AARVI ENCON LIMITED,106.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE451A01017,11573,FORCEMOT,FORCE MOTORS LIMITED,17140,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R4L01018,29256,DENTA,DENTA WATER N INFRA SOL L,359.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0WO601020,29171,LAXMIDENTL,LAXMI DENTAL LIMITED,473.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE022I01019,14893,ASIANTILES,ASIAN GRANITO IND. LTD.,58.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB18I3,9847,NV20BEES,NIP IND ETF ETF NV20,148.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE494B01023,8479,TVSMOTOR,TVS MOTOR COMPANY LTD,2802.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE236Y01012,5401,NGIL,NAKODA GROUP OF IND. LTD,29.71,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE764D01017,24292,VSTTILLERS,VST TILLERS TRACTORS LTD,4782.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE786A01032,13491,JKLAKSHMI,JK LAKSHMI CEMENT LTD,996.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PUC01020,19863,SARTELE,SAR TELEVENTURE LIMITED,220.65,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE0LXT01019,17859,REDTAPE,REDTAPE LIMITED,130.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE861B01023,2268,MOTOGENFIN,MOTOR & GENERAL FINANCE L,28.33,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB19I1,18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,436.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB17I5,14428,GOLDBEES,NIP IND ETF GOLD BEES,83.75,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE740D01017,20318,NRAIL,N R AGARWAL INDS LTD,352.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE887G01027,11778,GOKEX,GOKALDAS EXPORTS LTD.,915.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB1882,17700,LTGILTBEES,NIP IND ETF LONGTERM GILT,28.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE015C01016,756020,TINNARUBR,TINNA RUBBER AND INFR LTD,929,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE039C01032,20778,JAMNAAUTO,JAMNA AUTO IND LTD,96.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE401H01017,13381,KKCL,KEWAL KIRAN CLOTHING LTD,563.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE603A01013,2708,PRAKASH,PRAKASH INDUSTRIES LTD,180.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE354C01027,13400,BHAGERIA,BHAGERIA INDUSTRIES LTD,199.77,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE133E01013,19196,TI,TILAKNAGAR INDUSTRIES LTD,473.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB16I7,15032,PSUBNKBEES,NIP IND ETF PSU BANK BEES,78.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE673O01025,23740,TBOTEK,TBO TEK LIMITED,1443.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE646L01027,11195,INDIGO,INTERGLOBE AVIATION LTD,5897,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE0V6F01027,25844,HYUNDAI,HYUNDAI MOTOR INDIA LTD,2117.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE010B01027,7929,ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,961.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB15I9,11439,BANKBEES,NIP IND ETF BANK BEES,588.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE302A01020,676,EXIDEIND,EXIDE INDUSTRIES LTD,391.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB15V2,19084,ITBEES,NIP IND ETF IT,40.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE046A01015,2912,RIIL,RELIANCE INDUSTRIAL INFRA,942.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE586G01017,11581,GULFPETRO,GP PETROLEUMS LIMITED,44.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KCE01017,25162,EUREKAFORB,EUREKA FORBES LIMITED,560.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE062D01024,13656,ALICON,ALICON CASTALLOY LIMITED,969.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BY001018,2783,JUBLINGREA,JUBILANT INGREVIA LIMITED,801.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0B9K01025,24386,BANSALWIRE,BANSAL WIRE INDUSTRIES L,393.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|DUMMYSAN021,23446,171NSETEST,171NSETEST,0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|DUMMYSAN022,23447,181NSETEST,181NSETEST,0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|DUMMYSAN020,14784,161NSETEST,161NSETEST,0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE645S01016,5279,ROLEXRINGS,ROLEX RINGS LIMITED,1505.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB14I2,10576,NIFTYBEES,NIP IND ETF NIFTY BEES,283.53,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE305C01029,25392,PANAMAPET,PANAMA PETROCHEM LTD,359.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE161A01038,11522,NIITLTD,NIIT LIMITED,122.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE810G01011,4693,SHYAMMETL,SHYAM METALICS AND ENGY L,925.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE565V01010,334,VALIANTORG,VALIANT ORGANICS LIMITED,394.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE351F01018,11763,JPPOWER,JAIPRAKASH POWER VEN. LTD,21.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE420C01059,25468,PAISALO,PAISALO DIGITAL LIMITED,32.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE546V01010,6042,EIFFL,EURO (I) FRESH FOODS LTD,247.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE217A01012,3827,ZUARIIND,ZUARI INDUSTRIES LIMITED,271.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE634S01028,15380,MANKIND,MANKIND PHARMA LIMITED,2599,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE867A01022,13575,MANUGRAPH,MANUGRAPH INDIA LIMITED,19.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE080A01014,3748,WEIZMANIND,WEIZMANN LTD,122.15,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE458F01011,17999,UNITEDTEA,UNITED NILGIRI TEA LTD,470.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE304A01026,11325,MUKANDLTD,MUKAND LTD.,135.75,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE602W01027,17271,SENCO,SENCO GOLD LIMITED,354.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE191B01025,11821,WELCORP,WELSPUN CORP LIMITED,918.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE110A01019,530,BPL,BPL LTD,87.79,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PSC01024,21247,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,30.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE597L01014,22415,LOVABLE,LOVABLE LINGERIE LTD,96.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE09KD01013,15404,ATAM,ATAM VALVES LIMITED,103.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE397D01024,10604,BHARTIARTL,BHARTI AIRTEL LIMITED,1943.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE192R01011,19913,DMART,AVENUE SUPERMARTS LIMITED,4043.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE418L01021,2987,NAZARA,NAZARA TECHNOLOGIES LTD,1416.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE266Y01019,936,DPABHUSHAN,D. P. ABHUSHAN LIMITED,1683.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE686F01025,16713,UBL,UNITED BREWERIES LTD,2016.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE646B01010,6278,MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,392.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE123F01029,17957,MMTC,MMTC LIMITED,69.17,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE008A01015,1476,IDBI,IDBI BANK LIMITED,97.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE884A01027,11364,VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,241.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE461D01028,2289,HLEGLAS,HLE GLASCOAT LIMITED,423.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE321T01012,20551,DOMS,DOMS INDUSTRIES LIMITED,2361.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0J5801029,9038,JSLL,JEENA SIKHO LIFECARE LTD,537.4,,,0.05,450,EQUITY,,NSE_EQ
NSE_EQ|INE256H01015,21314,DYNPRO,DYNEMIC PRODUCTS LIMITED,347.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE038F01029,11275,TVTODAY,TV TODAY NETWORK LTD,172.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE082A01010,1919,KOPRAN,KOPRAN LTD,176.73,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE686Y01026,3744,FINEORG,FINE ORGANIC IND. LTD.,5338.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0HV901016,24067,IXIGO,LE TRAVENUES TECHNOLOGY L,222.07,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE771F01025,757658,FISCHER,FISCHER MEDICAL VENTURE L,972.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE511Y01018,16395,MMP,MMP INDUSTRIES LIMITED,288.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE775A08105,25510,MOTHERSON,SAMVARDHANA MOTHERSON INT,0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE020J01029,16705,GOKUL,GOKUL REFOILS & SOLV LTD,43.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE398A01010,3757,VENKEYS,VENKY S (INDIA) LIMITED,1555.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE933S01016,10726,INDIAMART,INDIAMART INTERMESH LTD,2591,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE02IJ01035,20905,AZAD,AZAD ENGINEERING LIMITED,1585.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0FDU25010,2203,BIRET,BROOKFIELD INDIA RET,311.75,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE732I01013,324,ANGELONE,ANGEL ONE LIMITED,2825.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE059A01026,694,CIPLA,CIPLA LTD,1473.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE343B01030,7401,RAJESHEXPO,RAJESH EXPORTS LTD,199.04,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE351Y01019,81,BETA,BETA DRUGS LIMITED,1702.95,,,0.05,105,EQUITY,,NSE_EQ
NSE_EQ|INE426A01027,79,ALEMBICLTD,ALEMBIC LIMITED,118.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE149K01016,18359,SANDUMA,SANDUR MANG & IRON ORES L,476.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE094I01018,15124,KOLTEPATIL,KOLTE PATIL DEV. LTD.,447.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KBH01020,19686,BLUEJET,BLUE JET HEALTHCARE LTD,816.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE760A01029,16827,KOKUYOCMLN,KOKUYO CAMLIN LIMITED,115.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE385O01018,11501,FROG,FROG CELLSAT LIMITED,249.8,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE921B01025,31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,28.82,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00E101023,11966,BIKAJI,BIKAJI FOODS INTERN LTD,788.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE725G01011,14523,ICRA,ICRA LIMITED,6792.5,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE660A01013,3339,SUNDARMFIN,SUNDARAM FINANCE LTD,5187,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE976A01021,3799,WSTCSTPAPR,WEST COAST PAPER MILLS LT,555.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE075D01018,1168,GMBREW,G M BREWERIES LTD,726.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE163A01018,2442,NOCIL,NOCIL LIMITED,192.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC14A8,8342,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,62.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE945H01013,14766,V2RETAIL,V2 RETAIL LIMITED,1901.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE974B01016,9879,CHEVIOT,CHEVIOT COMPANY LIMITED,1176.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE00QT01015,5114,SGIL,SYNERGY GREEN IND. LTD,561.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE03QK01018,17945,COHANCE,COHANCE LIFESCIENCES LTD,1043.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE138Y01010,13359,KFINTECH,KFIN TECHNOLOGIES LIMITED,1261.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE377Y01014,25270,BAJAJHFL,BAJAJ HOUSING FINANCE LTD,122.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE168P01015,24398,EMCURE,EMCURE PHARMACEUTICALS L,1425.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE767A01016,4481,AARTIDRUGS,AARTI DRUGS LTD.,534.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE643A01035,3237,JTEKTINDIA,JTEKT INDIA LIMITED,145.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE343G01021,23489,BHARTIHEXA,BHARTI HEXACOM LIMITED,1814.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE481Y01014,277,GICRE,GENERAL INS CORP OF INDIA,380.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE797F01020,18096,JUBLFOOD,JUBILANT FOODWORKS LTD,658.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC15I8,11037,BANKIETF,ICICIPRAMC - IPRU5008,58.29,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF0QA701714,21986,BANKBETF,BFAM - BANKBETF,57.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE498A01018,805,DCM,DCM LTD,112.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE109C01017,17263,ARMANFIN,ARMAN FIN SERV LTD,1704.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE180A01020,2142,MFSL,MAX FINANCIAL SERV LTD,1549.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE451F01024,6302,APOLSINHOT,APOLLO SINDOORI HOTEL LTD,1424.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE091G01026,11256,JAIBALAJI,JAI BALAJI INDUSTRIES LTD,118.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF0QA701722,21959,NIFTYBETF,BFAM - NIFTYBETF,256.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KNW01016,8602,KNAGRI,KN AGRI RESOURCES LIMITED,261.35,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE786F01031,13376,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,278,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC16E5,10723,INFRAIETF,ICICIPRAMC - ICICIINFRA,94.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE02PY01013,19401,BOROLTD,BOROSIL LIMITED,336.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE870D01012,13925,NFL,NATIONAL FERT. LTD,97.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC16I6,22365,ITIETF,ICICIPRAMC - ICICITECH,40.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC16V9,30392,NIF100IETF,ICICI PRUD NIFTY 100 ETF,28.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE102B01014,8866,CHOICEIN,CHOICE INTERNATIONAL LTD,761.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE210A01017,3772,WILLAMAGOR,WILLIAMSON MAGOR,36.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE949L01017,21238,AUBANK,AU SMALL FINANCE BANK LTD,736.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE255X01014,9356,MSTCLTD,MSTC LIMITED,513.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC16X5,25851,VAL30IETF,ICICIPRAMC - VAL30IETF,13.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE544R01021,6848,GREENLAM,GREENLAM INDUSTRIES LTD.,248.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE881D01027,10738,OFSS,ORACLE FIN SERV SOFT LTD.,8779,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC17C7,10585,MOM30IETF,ICICIPRAMC - ICICIMOM30,31.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC17L8,12578,FINIETF,ICICIPRAMC-ICICIFIN,30.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC17V7,22344,ALPL30IETF,ICICIPRAMC - ICICIALPLV,27.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE346W01013,21623,APEX,APEX FROZEN FOODS LIMITED,247,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE539A01019,1127,GHCL,GHCL LIMITED,619.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE882A01013,2112,MARALOVER,MARAL OVERSEAS LTD,73.18,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE795G01014,467,HDFCLIFE,HDFC LIFE INS CO LTD,762.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE111Q01021,5264,PDSL,PDS LIMITED,377.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE989A01032,14058,SANGHVIMOV,SANGHVI MOVERS LTD,265.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE439A01020,5378,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,854,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE812G01025,14329,SMSPHARMA,SMS PHARMACEUTICALS LTD.,242.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE074B01023,13951,PARACABLES,PARAMOUNT COMM LTD,56.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0QN801017,23178,KRYSTAL,KRYSTAL INTEGRATED SER L,667.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC10S8,14584,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,71.33,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC10W0,17702,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,17.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC10V2,7844,AUTOIETF,ICICIPRAMC - ICICIAUTO,24.68,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE953L01027,22663,JSFB,JANA SMALL FIN BANK LTD,454.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I01020,30125,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,134.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE118D01016,5426,NUVOCO,NUVOCO VISTAS CORP LTD,410.3,,,0.05,1,EQUITY,,NSE_EQ
